,problem,solver,status,sanity_sat,task-clock:u,context-switches:u,cpu-migrations:u,page-faults:u,cycles:u,instructions:u,branches:u,branch-misses:u,slots:u,topdown-retiring:u,topdown-bad-spec:u,topdown-fe-bound:u,topdown-be-bound:u,elapsed,user,sys
77,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1886.corecstrs.readable,z3noodler,Success,sat,15.64,0,0,2731,36437960,70921280,14995997,139669,181867930,71902465,15686391,61401263,34202259,0.016293255,0.008009000,0.008016000
78,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1598.corecstrs.readable,z3alpha,Success,sat,46.72,0,0,6023,126147586,227242401,49724852,946666,630699340,206096231,139904785,195176563,103068532,0.054323172,0.034604000,0.012558000
79,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1572.corecstrs.readable,z3,Success,unsupported,7.52,0,0,1888,12410291,16827570,3528277,73134,62051435,15938081,8502743,20172773,17797700,0.008403662,0.003986000,0.003984000
80,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1551.corecstrs.readable,cvc5,Success,sat,3.42,0,0,577,7645343,9971817,1997396,56707,38226695,9772312,5246801,19966096,3326241,0.004282235,0.003869000,0.000000000
81,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1627.corecstrs.readable,z3,Success,unsupported,7.86,0,0,1376,13090870,16569152,3472394,70660,65454330,15531915,8200686,21793006,20305912,0.008802206,0.002816000,0.005632000
82,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2007.corecstrs.readable,ostrich,Success,sat,2893.63,0,0,29968,8910797928,10197524567,2027218771,60270826,39630484050,7344031278,21917090928,9218027822,9132878934,0.987546955,2.684214000,0.242519000
83,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1572.corecstrs.readable,z3noodler,Success,sat,15.87,0,0,2728,37196733,71158190,15049083,141591,185220945,72428556,15965531,62590295,35562280,0.016584547,0.009157000,0.007134000
84,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1997.corecstrs.readable,z3alpha,Success,sat,46.75,0,0,5984,123521032,224338158,49173699,932916,617605140,201176198,140865431,193632495,95660382,0.055497602,0.036861000,0.010312000
85,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1556.corecstrs.readable,z3noodler,Success,sat,15.18,0,0,2731,36017775,71233569,15066057,140934,180088875,72528354,16227810,59430600,33185513,0.015922082,0.011947000,0.003681000
86,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1910.corecstrs.readable,cvc5,Success,sat,3.51,0,0,571,7487484,9330463,1877233,56283,37437400,9130963,5285280,19701523,3405243,0.004328276,0.001312000,0.002626000
87,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1555.corecstrs.readable,z3noodler,Success,sat,15.75,0,0,2729,37666284,71241389,15070067,142392,181641465,72517499,15664955,59912251,34869593,0.016471663,0.010161000,0.006096000
88,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1554.corecstrs.readable,z3noodler,Success,sat,15.10,0,0,2734,35678344,71234890,15066853,142223,178391700,72541887,16070039,58905661,32169815,0.015851377,0.008740000,0.006806000
89,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1637.corecstrs.readable,ostrich,Success,sat,2628.08,0,0,29887,7982810814,10117758787,1986112766,60807475,37527111230,6923324670,21977813050,8746590142,7239026641,0.981515762,2.388196000,0.274809000
90,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1907.corecstrs.readable,z3,Success,unsupported,7.57,0,0,1886,12218364,16479585,3452103,71044,61091820,15686431,8371319,19632849,17755553,0.008419279,0.002015000,0.006042000
91,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1553.corecstrs.readable,cvc5,Success,sat,3.49,0,0,578,8218303,9972882,1997514,56833,41091515,9699276,5317725,22590731,3575834,0.004402127,0.002947000,0.000983000
92,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1588.corecstrs.readable,cvc5,Success,sat,3.89,0,0,574,8259798,9626319,1932172,56369,41298990,9424928,5182618,23191258,3594483,0.004807835,0.002613000,0.001745000
93,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1909.corecstrs.readable,ostrich,Success,sat,2913.65,0,0,30326,8920514419,10280700735,2042442931,60764447,39823591605,7279053569,21470214143,9170776410,9041296768,0.999678698,2.668643000,0.280085000
94,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1626.corecstrs.readable,z3noodler,Success,sat,14.96,0,0,2217,35888401,70909621,14989714,139763,179155640,71527590,16151884,59094502,33686288,0.015621545,0.010298000,0.005152000
95,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1628.corecstrs.readable,z3noodler,Success,sat,15.32,0,0,2730,36292787,70996999,15013567,141240,181398725,71704839,16355768,61250695,33410429,0.016002412,0.010804000,0.004912000
96,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1598.corecstrs.readable,ostrich,Success,sat,3004.51,0,0,30565,9265754938,10332319816,2060285699,60526652,40717652305,7571068800,21602194843,9525292759,9737184227,1.001598302,2.716416000,0.329631000
97,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1552.corecstrs.readable,z3alpha,Success,sat,47.72,0,0,6022,128345067,228640561,49983811,952597,641666280,207846878,142998463,198205047,105997746,0.055684326,0.036798000,0.011252000
98,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1554.corecstrs.readable,z3alpha,Success,sat,48.70,0,0,5508,126162966,228630559,50009504,943954,630814830,206872589,141016720,195956493,101047385,0.057733482,0.039907000,0.009291000
99,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1567.corecstrs.readable,z3,Success,unsupported,7.94,0,0,1888,12595891,16828608,3528611,72546,62979435,15928616,8631522,20479771,18304595,0.008853152,0.003591000,0.004816000
100,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1574.corecstrs.readable,z3,Success,unsupported,7.90,0,0,1885,13272173,16827970,3528452,72732,66360845,16019553,8575430,22361592,19809511,0.008715000,0.004177000,0.004175000
101,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1634.corecstrs.readable,ostrich,Success,sat,2981.32,0,0,30676,9065972024,10268154851,2044014605,60334567,40200487990,7353650804,21580611134,9520332355,9336103684,1.007578221,2.740797000,0.274907000
102,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1576.corecstrs.readable,ostrich,Success,sat,2530.27,0,0,30202,7536049451,10185799064,1981115354,61005701,36355366475,6968723029,21740092953,8514198667,5893005018,0.979279408,2.277018000,0.294235000
103,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1557.corecstrs.readable,ostrich,Success,sat,2737.84,0,0,30431,8431052956,10257013060,2012750917,62459624,36761680945,7112676858,21887414125,8637581598,6568414860,1.027738719,2.509746000,0.251109000
104,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1551.corecstrs.readable,z3,Success,unsupported,8.03,0,0,1894,13281603,16905427,3545498,72563,66407995,16025133,8580378,22312969,19828158,0.008821318,0.005710000,0.002855000
105,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1885.corecstrs.readable,z3alpha,Success,sat,47.19,0,0,6019,125644748,228196463,49898380,954745,628223680,205696442,140830416,199400931,94658655,0.055291388,0.032750000,0.014954000
106,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1635.corecstrs.readable,cvc5,Success,sat,3.81,0,0,572,8115879,9474726,1903851,55969,40579395,9261212,5092316,22787677,3532356,0.004770931,0.002162000,0.002160000
107,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1997.corecstrs.readable,cvc5,Success,sat,3.50,0,0,555,7192973,8040162,1640163,50611,35964845,7788155,4654274,20340591,3274919,0.004389295,0.001999000,0.001999000
108,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2008.corecstrs.readable,z3,Success,unsupported,7.05,0,0,1854,10779695,13598522,2877693,60276,53898455,12778492,7383962,16891515,17147944,0.007959799,0.003711000,0.003707000
109,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1588.corecstrs.readable,z3noodler,Success,sat,14.85,0,0,2732,35571481,70979014,15003941,140270,177584465,72290852,16010782,58569971,32009487,0.015597846,0.012127000,0.003034000
110,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1590.corecstrs.readable,cvc5,Success,sat,3.39,0,0,574,7506179,9626355,1932171,55698,37530895,9447640,5151299,19750239,3266082,0.004381944,0.001884000,0.001887000
111,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1907.corecstrs.readable,z3noodler,Success,sat,14.54,0,0,2728,35286533,70843130,14974329,140733,176118825,71706150,15881305,59460999,30362284,0.015423845,0.011226000,0.003744000
112,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1552.corecstrs.readable,z3,Success,unsupported,7.83,0,0,1887,12862989,16906015,3545686,73066,63470870,16048772,8449504,20390843,18947086,0.008669721,0.003521000,0.004698000
113,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1635.corecstrs.readable,z3noodler,Success,sat,15.00,0,0,2729,35530695,70998412,15014079,139729,177653435,72313500,15321519,58600436,32711964,0.015725037,0.008231000,0.007206000
114,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1908.corecstrs.readable,z3,Success,unsupported,7.54,0,0,1887,12182419,16482383,3453040,70068,60912075,15641419,8350109,19564822,17707412,0.008441285,0.002952000,0.004915000
115,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1575.corecstrs.readable,cvc5,Success,sat,3.17,0,0,574,7451323,9800152,1964807,56525,37256595,9524193,5259754,19459284,3095603,0.004104815,0.003606000,0.000000000
116,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1637.corecstrs.readable,cvc5,Success,sat,3.72,0,0,572,8095871,9474793,1903868,56039,40479355,9238138,5238504,22572514,3523406,0.004673270,0.004119000,0.000000000
117,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2009.corecstrs.readable,z3alpha,Success,sat,47.04,0,0,5984,122890888,224375424,49194292,934321,614454440,203155780,140231042,192664879,94236178,0.056012006,0.032010000,0.015457000
118,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1573.corecstrs.readable,cvc5,Success,sat,3.47,0,0,574,7606680,9801327,1964939,56071,38033400,9574268,5220270,20014809,3309942,0.004434803,0.002880000,0.000960000
119,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2009.corecstrs.readable,z3,Success,unsupported,7.08,0,0,1342,11460666,13599951,2877973,59881,57303310,12664517,6940293,18851415,19115029,0.008053821,0.004254000,0.003193000
120,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1553.corecstrs.readable,ostrich,Success,sat,2741.76,0,0,30940,8490965946,10279723556,2019694563,61802613,37713903250,7188101383,20809053990,9230169691,7176740600,1.029674000,2.510993000,0.263280000
121,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1572.corecstrs.readable,ostrich,Success,sat,2995.85,0,0,30089,9209316325,10274963203,2051687997,60590447,40735049280,7357048903,21832234896,9523669990,9937983744,1.000319826,2.684315000,0.346509000
122,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1589.corecstrs.readable,z3alpha,Success,sat,47.82,0,0,6025,128340879,227166076,49711928,941048,641650930,204858095,140889115,196337164,113394619,0.055868686,0.034705000,0.013553000
123,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1635.corecstrs.readable,ostrich,Success,sat,2707.82,0,0,30206,8004454113,10140057855,1988260354,60520604,37485835560,6912126590,21849440726,8821961099,7005960915,1.002448558,2.458157000,0.286050000
124,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1597.corecstrs.readable,ostrich,Success,sat,2843.12,0,0,30448,8723721467,10323210070,2041513990,61082944,39356490015,7204336310,21431395155,9187056546,8550344932,0.994010682,2.583608000,0.293169000
125,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1911.corecstrs.readable,z3,Success,unsupported,7.62,0,0,1886,12354240,16481777,3452963,70655,61771160,15619615,8225540,20082892,18193013,0.008420323,0.003456000,0.004608000
126,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1595.corecstrs.readable,ostrich,Success,sat,2625.48,0,0,31275,8082569665,10244643370,2005468348,61057363,37618906305,6903790203,22310422846,8707119605,6801192034,0.998369008,2.401956000,0.256241000
127,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1588.corecstrs.readable,z3alpha,Success,sat,48.78,0,0,6020,131068821,227189011,49730044,945548,649425965,204657686,137761356,204855744,113803013,0.055553820,0.031100000,0.017975000
128,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1886.corecstrs.readable,z3,Success,unsupported,7.48,0,0,1376,12598417,16481661,3452338,71148,62992085,15366049,8358310,19802198,19826034,0.008565119,0.004471000,0.003579000
129,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1907.corecstrs.readable,z3alpha,Success,sat,46.90,0,0,6018,126709837,228119851,49868492,950030,633549165,206786068,136122317,195857439,105753143,0.055257278,0.034495000,0.012780000
130,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1594.corecstrs.readable,z3noodler,Success,sat,14.73,0,0,2727,35305710,71081527,15034901,139785,176528510,71858194,15915911,58234392,31812779,0.015369277,0.009092000,0.006070000
131,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1568.corecstrs.readable,z3,Success,unsupported,8.00,0,0,1886,13211072,16829346,3528838,72583,66055320,15936132,8534727,22246587,19666140,0.008835924,0.006068000,0.002429000
132,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1557.corecstrs.readable,z3noodler,Success,sat,15.03,0,0,2729,35525471,71152552,15045001,139689,177627335,72303740,16015868,59283437,31321303,0.015690528,0.009113000,0.006386000
133,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2008.corecstrs.readable,ostrich,Success,sat,2659.52,0,0,29974,8082245150,10058085727,1975686065,59972156,37319518375,6863564820,21869829538,8626800944,7023290142,0.989497806,2.387709000,0.303994000
134,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1550.corecstrs.readable,ostrich,Success,sat,2806.63,0,0,30481,8636979528,10281600132,2031873450,60781089,38830087890,7115767816,21318466568,9096053055,8227344130,0.991039092,2.610417000,0.224370000
135,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1628.corecstrs.readable,ostrich,Success,sat,2798.55,0,0,30729,8607163587,10170197035,2012840599,60725145,38615297770,7174439277,21670166278,9112168246,8232465931,0.997860196,2.523285000,0.307738000
136,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1551.corecstrs.readable,ostrich,Success,sat,2815.82,0,0,30338,8565678623,10340891392,2037320765,61856385,38768021345,7032668441,22955090950,8847158602,7717608475,0.987423549,2.495711000,0.356361000
137,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1909.corecstrs.readable,z3,Success,unsupported,7.78,0,0,1883,12265610,16479725,3452217,69958,61328050,15743111,7924166,19928918,18071961,0.008582012,0.003307000,0.004963000
138,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1557.corecstrs.readable,z3alpha,Success,sat,50.86,0,0,6024,127651861,228587768,49990525,957500,638259265,207157657,145080035,198136175,105185247,0.087499254,0.042579000,0.008791000
139,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1556.corecstrs.readable,ostrich,Success,sat,2864.47,0,0,30355,8832727188,10367642093,2051603312,61674927,39727064045,7403027095,21668462035,9206032965,8718156744,1.007206852,2.579294000,0.321294000
140,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1566.corecstrs.readable,z3,Success,unsupported,7.90,0,0,1887,13201098,16828342,3528559,72589,65901185,15905478,8773770,21933611,19679506,0.008673880,0.002757000,0.005518000
141,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2010.corecstrs.readable,ostrich,Success,sat,2604.37,0,0,30082,7932272551,10034798247,1968508117,60123815,36344929270,7004576077,21043885019,9059143345,6421753938,0.980437220,2.388995000,0.251018000
142,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1556.corecstrs.readable,cvc5,Success,sat,3.51,0,0,578,7673455,9972829,1997500,56660,38367275,9808302,5115636,20190036,3338527,0.004393131,0.002144000,0.001798000
143,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1556.corecstrs.readable,z3,Success,unsupported,7.51,0,0,1891,12422627,16905161,3545391,73336,62113135,16126922,8486259,20261854,17585154,0.008312568,0.005620000,0.002247000
144,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1595.corecstrs.readable,z3alpha,Success,sat,48.09,0,0,6026,128789284,227241612,49748922,942087,643905660,204819990,141992629,199451653,111414514,0.055118892,0.034590000,0.013806000
145,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1598.corecstrs.readable,z3noodler,Success,sat,15.41,0,0,2729,35958066,70989940,15009226,139497,179742125,71747499,16203817,60002788,33090783,0.016142245,0.008959000,0.006967000
146,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1636.corecstrs.readable,z3noodler,Success,sat,15.61,0,0,2730,36346239,70998075,15013976,141967,181325660,71686023,17058712,59801680,34101672,0.016313629,0.010016000,0.005994000
147,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1575.corecstrs.readable,z3noodler,Success,sat,15.50,0,0,2727,36562590,71161953,15049967,142885,182812930,72259243,15764738,61016118,35095402,0.016174762,0.009952000,0.005980000
148,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1598.corecstrs.readable,z3,Success,unsupported,7.74,0,0,1892,12510308,16649662,3491231,71235,62551540,15825021,8325424,20104868,18671241,0.008533475,0.001023000,0.007164000
149,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1576.corecstrs.readable,z3,Success,unsupported,7.42,0,0,1889,12191830,16829356,3528960,72408,60959150,16124394,8352885,19830779,17000309,0.008321161,0.004524000,0.003391000
150,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1636.corecstrs.readable,z3,Success,unsupported,8.53,0,0,1888,13336391,16570182,3473180,72140,66681935,15517710,8877377,22143723,20373902,0.009437508,0.003926000,0.004902000
151,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1909.corecstrs.readable,cvc5,Success,sat,3.34,0,0,572,7448151,9329241,1877092,56586,37240755,9082612,5111476,19743690,3386967,0.004150375,0.002069000,0.001587000
152,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1553.corecstrs.readable,z3noodler,Success,sat,15.38,0,0,2730,36415291,71237905,15068715,142723,182035000,71960975,16412675,62187003,32802332,0.016090240,0.011081000,0.004607000
153,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1908.corecstrs.readable,cvc5,Success,sat,3.33,0,0,571,7399164,9329282,1877103,56000,36995820,9168329,5077857,19614208,3219982,0.004203092,0.003650000,0.000000000
154,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1909.corecstrs.readable,z3noodler,Success,sat,15.25,0,0,2726,36243742,70843985,14974657,140860,180975315,71550254,17027369,61105521,32613460,0.015976673,0.011484000,0.004172000
155,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1566.corecstrs.readable,ostrich,Success,sat,2855.54,0,0,29924,8733207528,10321253521,2044203713,60993700,39471221215,7268147126,22097862869,9024560591,8532744889,0.990600809,2.560881000,0.330210000
156,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1590.corecstrs.readable,ostrich,Success,sat,2677.41,0,0,30563,7965574401,10117249306,1980990613,60391723,37127954290,6847787793,21551760808,8645342076,6863877874,0.994511758,2.425901000,0.288322000
157,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1595.corecstrs.readable,cvc5,Success,sat,3.86,0,0,574,8224417,9627345,1932272,56205,41122085,9384661,5160418,23092023,3579190,0.004727062,0.004191000,0.000000000
158,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1555.corecstrs.readable,z3alpha,Success,sat,46.17,0,0,6021,125892177,228655517,50001804,953736,629400050,206265252,138415011,197224717,99058093,0.053500203,0.031957000,0.014558000
159,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2010.corecstrs.readable,cvc5,Success,sat,3.24,0,0,556,6710408,8040055,1640142,50507,33518165,7783804,4731976,17773531,3314715,0.004538067,0.001844000,0.001848000
160,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1554.corecstrs.readable,z3,Success,unsupported,7.68,0,0,1891,12450121,16906230,3545849,73441,62250605,16148807,8259039,20537061,17645881,0.008761812,0.002040000,0.006121000
161,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1590.corecstrs.readable,z3,Success,unsupported,7.87,0,0,1888,13045428,16647898,3490450,70646,65162320,15725860,8423736,22192644,19204410,0.008682924,0.002745000,0.005488000
162,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1598.corecstrs.readable,cvc5,Success,sat,3.36,0,0,574,7504205,9627453,1932298,55861,37521025,9445074,5149944,19744963,3265140,0.004133134,0.001864000,0.001861000
163,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1908.corecstrs.readable,ostrich,Success,sat,2727.67,0,0,30256,8123567748,10087122048,1985507123,60088947,37673480890,6980044303,21531054286,8881728879,7601461709,0.987990478,2.448450000,0.314961000
164,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1589.corecstrs.readable,z3noodler,Success,sat,15.11,0,0,2730,35515884,71075444,15031645,140481,177133715,72036367,16652256,58471683,31260239,0.015761928,0.010629000,0.004831000
165,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1553.corecstrs.readable,z3,Success,unsupported,8.01,0,0,1890,13208955,16904349,3545153,72888,66044755,15959537,8539067,22193781,19717622,0.008825368,0.004200000,0.004198000
166,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1628.corecstrs.readable,z3alpha,Success,sat,46.67,0,0,6023,125429215,228473876,49974320,953596,627079280,205864372,140052296,198898889,94812626,0.055357893,0.032838000,0.014577000
167,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1637.corecstrs.readable,z3noodler,Success,sat,15.32,0,0,2727,36106688,70907572,14988416,140005,180483290,71993686,16261441,60993656,32546561,0.016031165,0.008866000,0.006899000
168,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1554.corecstrs.readable,ostrich,Success,sat,2359.89,0,0,28634,7200790624,9635992149,1880429073,59475849,35012437475,6269310766,21714174390,8227943612,5456960439,0.989875260,2.116443000,0.274445000
169,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1633.corecstrs.readable,z3,Success,unsupported,7.93,0,0,1889,13089326,16568470,3472501,71246,65436860,15795398,8200438,22286983,19547716,0.008794430,0.005557000,0.002778000
170,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2010.corecstrs.readable,z3,Success,unsupported,7.02,0,0,1855,10744031,13600403,2878351,60277,53720135,12943032,7150791,17050662,16872593,0.007848852,0.002488000,0.004985000
171,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1911.corecstrs.readable,z3alpha,Success,sat,48.89,0,0,5507,132485729,228306043,49915433,971154,633994260,206626346,143169209,198780536,102235561,0.056211991,0.034760000,0.014535000
172,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1885.corecstrs.readable,cvc5,Success,sat,3.41,0,0,572,7436364,9330615,1877268,56270,37181820,9068895,5103387,19713102,3382264,0.004336565,0.002874000,0.000959000
173,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1634.corecstrs.readable,cvc5,Success,sat,3.73,0,0,573,8116953,9473567,1903717,55785,40584765,9262462,5092990,22631561,3692004,0.004566287,0.004140000,0.000000000
174,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1596.corecstrs.readable,z3noodler,Success,sat,14.94,0,0,2728,35591441,71081433,15034873,141415,177957165,72434059,15344872,59397017,32080456,0.015552074,0.010202000,0.005106000
175,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1997.corecstrs.readable,z3noodler,Success,sat,15.44,0,0,2729,36622299,71386158,15081563,161351,183072695,72372759,17939946,60388343,33706730,0.016054001,0.012660000,0.003168000
176,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1551.corecstrs.readable,z3noodler,Success,sat,14.75,0,0,2731,35534755,71231959,15065649,142250,177574780,72273279,16705341,59274118,30615568,0.016059932,0.007605000,0.007622000
177,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1552.corecstrs.readable,cvc5,Success,sat,3.67,0,0,578,7761772,9971822,1997401,56650,38808860,9768514,5174514,20421927,3528659,0.004451873,0.000915000,0.002974000
178,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1596.corecstrs.readable,cvc5,Success,sat,3.82,0,0,574,8196446,9626185,1932144,55998,40900715,9334281,5293033,22807458,3560063,0.004726882,0.002555000,0.001706000
179,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1627.corecstrs.readable,z3noodler,Success,sat,15.41,0,0,2730,36668586,71005101,15017360,140772,182339155,72081417,16439259,60854562,34294091,0.016096935,0.009929000,0.005957000
180,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1568.corecstrs.readable,z3noodler,Success,sat,15.63,0,0,2729,36895177,71162372,15050335,140978,184361250,72081487,16607798,62307472,34682007,0.016340666,0.009041000,0.007042000
